id,gene_stability,speed,agility,intelligence,endurance,strength,fertility,bite_size
92,2.75,3.284,6.443,5.466,1.898,2.716,3.909,4.716
63,4.5,1.5,4.0,7.0,2.0,4.0,6.5,5.0
53,2.75,2.375,4.625,6.375,4.625,3.625,3.0,5.625
56,5.9,0.9,7.4830000000000005,5.067,1.4829999999999999,3.3169999999999997,3.15,6.317
61,6.0,1.833,8.417,6.417,2.0,2.583,1.583,6.417
62,5.066000000000001,4.691000000000001,2.734,7.441000000000001,3.444,2.816,3.441,3.65
84,3.275,0.9,5.525,7.525,1.275,1.15,8.15,3.9
68,5.167,1.833,8.417,5.583,1.583,2.583,2.833,5.583
66,3.375,1.5,6.25,7.625,2.625,1.25,7.0,4.625
105,5.800000000000001,0.9,6.9590000000000005,4.12,0.9,4.064,4.321000000000001,6.2170000000000005
90,4.0,2.75,4.375,6.375,1.375,2.5,7.0,4.0
104,4.468,1.3659999999999999,7.252000000000001,3.548,5.434,0.9,2.9,6.434
75,5.167,1.416,8.417,6.834,2.0,3.416,1.583,6.0
101,5.002,1.358,8.716,4.432,2.217,3.258,1.307,7.579
71,5.46,0.9,7.800000000000001,4.890000000000001,2.217,2.8,1.307,8.037
113,5.651,1.833,7.933,4.615,1.583,3.067,3.317,6.067
89,2.534,2.141,6.15,7.525,3.266,1.891,5.4190000000000005,4.525
85,5.9,1.0,7.907,5.491,1.907,2.893,3.15,5.893
78,6.324,1.324,7.059,5.491,1.907,3.741,1.879,6.741
67,4.084,4.25,2.834,7.541,4.625,1.834,3.0,4.291
81,4.956,0.9,5.011,6.344,1.9,3.344,6.956,4.9
110,7.41,0.9,7.354,5.391,2.598,3.641,2.174,5.455
120,0.9,1.0539999999999998,8.023,8.412,5.139,1.791,6.306,6.398000000000001
87,4.683,1.833,8.901,5.583,1.099,2.099,2.833,6.551
117,5.651,1.9,7.449,6.35,1.032,4.384,1.583,5.516
109,5.4830000000000005,2.983,8.317,6.734,2.733,2.483,0.9,5.484
80,4.629,1.324,4.247,6.9,2.4,2.553,6.824,3.824
88,6.0,1.833,9.25,6.417,2.417,3.0,1.583,5.167
115,4.205,1.424,7.907,5.491,2.754,2.893,2.303,6.74
93,3.372,4.7620000000000005,1.51,8.053,4.525,0.9,2.288,4.191000000000001
130,5.169,2.404,4.247,7.44,2.4,3.093,6.284,2.744
127,4.352,0.9,5.92,6.748,1.7999999999999998,3.2439999999999998,7.36,4.296
124,3.2889999999999997,2.956,4.456,4.678,3.456,3.456,6.344,4.4
135,5.993,1.7999999999999998,8.759,6.25,0.9,3.316,1.9249999999999998,5.9
107,4.016,2.881,6.15,6.0440000000000005,1.7839999999999998,0.9,6.9,5.266
114,4.756000000000001,0.8,5.315,5.640000000000001,1.1959999999999997,3.6479999999999997,6.756000000000001,6.718000000000001
98,5.9,1.747,6.636,5.491,1.059,3.317,2.726,7.164
83,4.5,2.5,4.0,7.0,3.0,3.0,7.0,4.5
94,4.583,1.3159999999999998,7.833,6.25,2.868,3.8,0.9,6.868
125,5.533,1.324,6.268,5.096,3.093,4.136,1.879,7.532
99,4.683,1.349,8.417,6.551,2.551,2.583,2.833,5.583
106,5.066,5.184,1.254,6.948,3.444,2.816,3.934,4.637
133,5.583,1.416,8.833,6.834,2.0,3.0,2.416,5.584
145,4.956,2.956,4.456,6.9,4.011,3.456,5.789000000000001,3.844
122,5.583,1.833,9.667,6.834,2.0,3.417,1.166,5.584
112,4.573,4.691,3.721,7.441,3.937,3.309,2.948,3.157
150,5.559,6.171,2.153,6.992,4.431,1.467,4.34,4.593
141,4.026,4.144,3.721,7.441,3.937,3.856,2.948,3.704
121,5.559,6.621,1.254,6.542,4.431,2.366,4.34,4.143
136,5.559,6.171,1.0,7.891,3.532,3.266,3.891,4.143
148,6.009,6.171,1.0,8.34,4.431,2.816,3.441,4.143
140,5.909000000000001,6.071000000000001,0.9,7.341,3.881,2.266,5.140000000000001,3.593
126,5.376,2.0709999999999997,6.112,6.662,0.9,4.064,2.626,6.2170000000000005
139,5.128,1.0,7.833,6.25,2.323,2.709,1.445,6.323
158,4.584,2.694,1.0,10.0,4.339,1.0,2.188,3.435
123,5.9,1.424,7.06,5.491,2.754,2.893,3.15,5.893
151,6.306,2.071,5.647,7.127,1.365,3.134,2.161,5.752
143,5.109,5.721,2.153,8.34,4.431,1.917,4.34,3.244
157,5.559,6.171,1.0,6.992,4.881,2.366,4.79,4.143
86,5.559,6.171,1.254,7.441,4.431,2.816,3.441,4.143
170,4.66,5.721,1.0,6.991,4.881,2.366,3.891,4.593
154,5.383000000000001,2.081,8.571000000000002,6.634,1.7999999999999998,2.7689999999999997,0.8,5.384
131,1.789,6.886,2.151,8.694,2.9419999999999997,0.9,2.1879999999999997,4.832000000000001
161,5.7410000000000005,1.506,5.547000000000001,7.027,1.265,3.964,2.061,6.582000000000001
172,5.017,0.8,8.217,6.351000000000001,1.8169999999999997,2.917,2.0989999999999998,6.4510000000000005
103,5.651,1.9,8.417,6.35,1.516,3.416,1.583,6.0
153,1.6889999999999998,6.7860000000000005,2.0509999999999997,9.9,2.842,0.9,0.9,7.527
181,6.093,1.015,7.532,6.35,2.401,3.416,2.025,6.0
166,5.551,1.7999999999999998,7.875,7.135000000000001,0.9,2.431,1.4829999999999999,6.3420000000000005
144,4.683,1.349,8.417,6.551,2.551,2.583,2.299,6.117
